District,Neighborhood,Adrtisement_Date,m²_(Gross),m²_(Net),Number_of_rooms,Building_Age,Floor_location,Number_of_floors,Heating,Number_of_bathrooms,Balcony,Furnished,Using_status,Available_for_Loan,From_who,Swap,Front_West,Front_East,Front_South,Front_North,ADSL,Wood_Joinery,Smart_House,Alarm_(Thief),Alarm_(Fire),Alaturka_Toilet,Aluminum_joinery,American_Door,American_kitchen,Built-in_on,Elevator,Balcony.1,Barbecue,Household_appliances,Painted,Dishwasher,Refrigerator,Wall_paper,Shower,Parents'_Bathroom,Fiber_Internet,On,Dressing_room,Closet,Video_intercom,Hilton_Bathroom,Intercom_System,Insulating_glass,Jacuzzi,Plasterboard,Cellar,Air_conditioning,Tub,Laminate_Floor,Marley,Furniture,Kitchen_(Built-in),Kitchen_(Laminate),Kitchen_Natural_Gas,PVC_Joinery,Blinds,Parquet_Floor,Ceramic_Floor,Set_Top_Cooker,Spot_Lighting,Terrace,Thermosiphon,Cloakroom,Wi-Fi,Face_Recognition_&_Fingerprint,Washing_Machine,Washing_machine,Laundry_room,Steel_door,Water_heater,Fireplace,Elevator.1,Steam_room,Security,Bath,Booster,Thermal_Insulation,Generator,Cable_TV,Closed_Garage,Doorman,Nursery,With_Private_Pool,Car_park,Playground,Sauna,Sound_insulation,Siding,Sports_Area,Water_tank,Tennis_court,Satellite,Fire_escape,Swimming_Pool_(Open),Swimming_Pool_(Indoor),Parking_Lot,Elevator.2,Bathroom,Wide_Corridor,Entrance_/_Ramp,Stairs,Kitchen,Room_door,Park,Socket_/_Electric_Switch,Handle_/_Railing,Toilet,Swimming_pool,The_mall,municipality,Mosque,Cemevi,Next_to_sea_shore,Pharmacy,Amusement_center,Fair,Hospital,Synagogue,The_church,High_school,Market,Park.1,Police_station,The_health_clinic,District_Market,Gym,Unirsity,Primary_School-Secondary_School,Fire_Department,Town_center,Highway,Eurasia_Tunnel,Bosphorus_Bridges,Street,Sea_bus,Filled,E-5,Airport,Marmaray,Metro,Metrobus,Minibus,Bus_stop,Coast,TEM,Cable_car,Tram,Railway_station,Trolley_bus,Scaffolding,Throat,Sea,Nature,Lake,Pool,Park_&_​​Green_Area,City,Mezzanine,Mezzanine_Duplex,Garden_Duplex,Garden_Floor,Garden,Top_floor,Garage_/_Shop_Top,Entrance_floor,Floor_Duplex,Private_Entry,Rerse_Duplex,Triplex,Ground_floor,Roof_Duplex,Pick_Up_Data_Time,y_true_tl,y_pred_tl,abs_error_tl
Beşiktaş,Ulus Mah.,06.01.2020,175,160.0,3+1,5-10 between,10,22,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,7500000.000000002,1719057.0439897622,5780942.956010239
Beşiktaş,Bebek Mah.,04.01.2020,210,190.0,3+1,16-20 between,Garden Floor,4,Central system,2,Absent,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01.10.2020,7500000.000000002,1861446.220800869,5638553.779199133
Sarıyer,Yeniköy Mh.,25.12.2019,220,200.0,4+1,26-30 between,1,4,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,7500000.000000002,2042709.6475516085,5457290.352448394
Beşiktaş,Levazım Mh.,31.12.2019,150,120.0,2+1,3,1,8,Center (Share Meter),2,Absent,No,Free,Yes,From the real estate office,No,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01.10.2020,6800000.0,1360206.9176550831,5439793.082344917
Bakırköy,Ataköy 2-5-6. Kısım Mh.,30.12.2019,259,245.0,4+1,1,3,17,Central system,3,Available,No,Property owner,Yes,From the real estate office,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,7349999.999999996,1968016.6935025824,5381983.306497414
Sarıyer,İstinye Mh.,02.01.2020,280,245.0,3+1,5-10 between,2,2,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,Yes,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,01.08.2020,7500000.000000002,2123392.0684123677,5376607.931587635
Sarıyer,İstinye Mh.,04.01.2020,330,300.0,4+1,5-10 between,Garden Floor,4,Natural Gas (Combi),3,Absent,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,7500000.000000002,2245274.5406811163,5254725.459318886
Sarıyer,İstinye Mh.,03.01.2020,300,280.0,5+1,11-15 between,Garden Floor,3,Center (Share Meter),3,Absent,No,Free,Yes,From the real estate office,No,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,7500000.000000002,2364250.9597264677,5135749.040273534
Şişli,Teşvikiye Mh.,29.12.2019,460,420.0,4+1,31  and more than,7,7,Central system,1,Available,No,Property owner,Yes,From the real estate office,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,01.08.2020,6999999.999999995,1911355.644164151,5088644.355835844
Bakırköy,Yeşilköy Mh.,30.12.2019,200,185.0,4+1,5-10 between,4,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,01.10.2020,6449999.999999996,1389455.136451737,5060544.863548259
Sarıyer,İstinye Mh.,25.12.2019,190,170.0,3+1,5-10 between,3,5,Central system,3,Available,No,Tenant,Yes,From the real estate office,No,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,6999999.999999995,1991599.6551572566,5008400.3448427385
Sarıyer,İstinye Mh.,28.12.2019,300,285.0,5+1,5-10 between,Garden Floor,4,Center (Share Meter),4,Available,No,Tenant,Yes,From the real estate office,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,01.08.2020,7500000.000000002,2499300.4450868582,5000699.554913144
Sarıyer,Yeniköy Mh.,30.12.2019,165,145.0,3+1,26-30 between,2,2,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,01.08.2020,6000000.0,1300567.2532274744,4699432.746772526
Beyoğlu,Kocatepe Mah.,17.12.2019,410,360.0,6+1,31  and more than,2,10,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,6000000.0,1432106.2625884367,4567893.737411563
Kadıköy,Erenköy Mh.,02.01.2020,375,298.0,8+1,0,1,12,Center (Share Meter),6,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,5900000.000000006,1403932.6066802961,4496067.393319709
Kadıköy,Caddebostan Mah.,02.01.2020,400,370.0,7+2,1,12,12,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.07.2020,5959999.999999999,1470379.6223599988,4489620.377640001
Kadıköy,Göztepe Mh.,23.12.2019,260,205.0,4+1,5-10 between,8,16,Center (Share Meter),3,Absent,No,Property owner,Yes,From the real estate office,No,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,5750000.000000005,1307781.5879584148,4442218.41204159
Beşiktaş,Ortaköy Mh.,06.01.2020,100,87.0,2+1,4,Garden Floor,4,Center (Share Meter),2,Absent,No,Tenant,Yes,From the real estate office,No,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01.10.2020,5199999.999999999,770332.342499554,4429667.657500445
Bakırköy,Şenlikköy Mh.,27.12.2019,380,360.0,5+1,5-10 between,2,3,Natural Gas (Combi),3,Available,No,Property owner,Yes,From the real estate office,No,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,6000000.0,1640218.7980924968,4359781.201907503
Üsküdar,Altunizade Mah.,29.12.2019,280,265.0,4+3,5-10 between,1,4,Center (Share Meter),3,Available,Yes,Tenant,Yes,From the real estate office,Yes,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,5950000.000000001,1596240.080458151,4353759.91954185
Bakırköy,Yeşilköy Mh.,27.12.2019,205,180.0,4.5+1,26-30 between,Garden Floor,4,Center (Share Meter),2,Available,No,Property owner,Yes,From owner,No,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5750000.000000005,1446593.477236783,4303406.5227632215
Bakırköy,Ataköy 2-5-6. Kısım Mh.,06.01.2020,260,200.0,4+1,11-15 between,1,5,Natural Gas (Combi),2,Available,No,Tenant,Yes,From the real estate office,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5850000.000000001,1548065.5020617147,4301934.4979382865
Beşiktaş,Ulus Mah.,07.01.2020,160,125.0,3.5+1,4,1,4,Center (Share Meter),3,Available,No,Property owner,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5900000.000000006,1607622.6010385172,4292377.398961488
Sarıyer,Ferahevler Mah.,28.12.2019,240,201.0,4+1,1,Garden Floor,2,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,01.08.2020,5500000.000000001,1235217.408001919,4264782.591998082
Sarıyer,Ferahevler Mah.,27.12.2019,234,180.0,3+1,2,1,3,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,5500000.000000001,1256023.2529707053,4243976.747029295
Beşiktaş,Ortaköy Mh.,02.01.2020,205,170.0,4+1,5-10 between,2,5,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5850000.000000001,1644015.1831539257,4205984.8168460755
Beyoğlu,Ömer Avni Mh.,18.12.2019,200,180.0,4+1,31  and more than,5,6,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,Yes,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5500000.000000001,1427999.3534102954,4072000.6465897057
Beşiktaş,Lent Mah.,30.12.2019,340,320.0,4+1,11-15 between,20,24,Central system,3,Absent,No,Free,Yes,From the real estate office,No,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5850000.000000001,1807123.762581812,4042876.2374181887
Beşiktaş,Etiler Mah.,02.01.2020,160,140.0,2+1,11-15 between,6,6,Central system,2,Available,No,Tenant,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5500000.000000001,1468130.0575007987,4031869.942499202
